,path,interval_folder,sector,ticker,size_bytes,size_gb
174,15_min_interval_stocks/Financials/CION.csv,15_min_interval_stocks,Financials,CION,1231350,0.0011467840522527695
175,15_min_interval_stocks/Financials/NPCT.csv,15_min_interval_stocks,Financials,NPCT,1171381,0.0010909335687756538
176,15_min_interval_stocks/Financials/VVR.csv,15_min_interval_stocks,Financials,VVR,8978786,0.008362146094441414
177,15_min_interval_stocks/Financials/FFBC.csv,15_min_interval_stocks,Financials,FFBC,9027456,0.00840747356414795
178,15_min_interval_stocks/Financials/LEO.csv,15_min_interval_stocks,Financials,LEO,7484549,0.006970529444515705
179,15_min_interval_stocks/Financials/BKKT.csv,15_min_interval_stocks,Financials,BKKT,1937994,0.0018048975616693497
180,15_min_interval_stocks/Financials/YRD.csv,15_min_interval_stocks,Financials,YRD,3264047,0.003039880655705929
181,15_min_interval_stocks/Financials/CADE.csv,15_min_interval_stocks,Financials,CADE,3086755,0.0028747646138072014
182,15_min_interval_stocks/Financials/GJS.csv,15_min_interval_stocks,Financials,GJS,583935,0.0005438318476080894
183,15_min_interval_stocks/Financials/GDL.csv,15_min_interval_stocks,Financials,GDL,4011864,0.003736339509487152
184,15_min_interval_stocks/Financials/PFLT.csv,15_min_interval_stocks,Financials,PFLT,5049104,0.004702344536781311
185,15_min_interval_stocks/Financials/NEA.csv,15_min_interval_stocks,Financials,NEA,6397543,0.005958176217973232
186,15_min_interval_stocks/Financials/FCT.csv,15_min_interval_stocks,Financials,FCT,6613657,0.006159448064863682
187,15_min_interval_stocks/Financials/CFB.csv,15_min_interval_stocks,Financials,CFB,1667022,0.0015525352209806442
188,15_min_interval_stocks/Financials/RA.csv,15_min_interval_stocks,Financials,RA,3456597,0.003219206817448139
189,15_min_interval_stocks/Financials/FITBO.csv,15_min_interval_stocks,Financials,FITBO,1318319,0.001227780245244503
190,15_min_interval_stocks/Financials/PNFPP.csv,15_min_interval_stocks,Financials,PNFPP,780051,0.0007264791056513786
191,15_min_interval_stocks/Financials/CIFR.csv,15_min_interval_stocks,Financials,CIFR,1919928,0.0017880722880363464
192,15_min_interval_stocks/Financials/SRG.csv,15_min_interval_stocks,Financials,SRG,3519147,0.0032774610444903374
193,15_min_interval_stocks/Financials/AON.csv,15_min_interval_stocks,Financials,AON,10491982,0.009771419689059258
194,15_min_interval_stocks/Financials/HIO.csv,15_min_interval_stocks,Financials,HIO,8512511,0.007927893660962582
195,15_min_interval_stocks/Financials/NMS.csv,15_min_interval_stocks,Financials,NMS,1078518,0.0010044481605291367
196,15_min_interval_stocks/Financials/MCVT.csv,15_min_interval_stocks,Financials,MCVT,251041,0.00023380015045404434
197,15_min_interval_stocks/Financials/FORL.csv,15_min_interval_stocks,Financials,FORL,50853,4.736054688692093e-05
198,15_min_interval_stocks/Financials/QCRH.csv,15_min_interval_stocks,Financials,QCRH,3696786,0.0034429002553224564
199,15_min_interval_stocks/Financials/ERIE.csv,15_min_interval_stocks,Financials,ERIE,8502224,0.007918313145637512
200,15_min_interval_stocks/Financials/USIO.csv,15_min_interval_stocks,Financials,USIO,1881288,0.0017520859837532043
201,15_min_interval_stocks/Financials/BRDG.csv,15_min_interval_stocks,Financials,BRDG,1298967,0.0012097572907805443
202,15_min_interval_stocks/Financials/OCFCP.csv,15_min_interval_stocks,Financials,OCFCP,297384,0.00027696043252944946
203,15_min_interval_stocks/Financials/OBT.csv,15_min_interval_stocks,Financials,OBT,325817,0.00030344072729349136
204,15_min_interval_stocks/Financials/BWFG.csv,15_min_interval_stocks,Financials,BWFG,1803422,0.0016795676201581955
205,15_min_interval_stocks/Financials/IVCP.csv,15_min_interval_stocks,Financials,IVCP,69415,6.464775651693344e-05
206,15_min_interval_stocks/Financials/FIBK.csv,15_min_interval_stocks,Financials,FIBK,5604784,0.00521986186504364
207,15_min_interval_stocks/Financials/AFL.csv,15_min_interval_stocks,Financials,AFL,10672311,0.009939364157617092
208,15_min_interval_stocks/Financials/AMSF.csv,15_min_interval_stocks,Financials,AMSF,6834821,0.0063654230907559395
209,15_min_interval_stocks/Financials/RILY.csv,15_min_interval_stocks,Financials,RILY,3467496,0.0032293573021888733
210,15_min_interval_stocks/Financials/EVV.csv,15_min_interval_stocks,Financials,EVV,7790016,0.0072550177574157715
211,15_min_interval_stocks/Financials/ECAT.csv,15_min_interval_stocks,Financials,ECAT,1301447,0.0012120669707655907
212,15_min_interval_stocks/Financials/DFS.csv,15_min_interval_stocks,Financials,DFS,7907488,0.007364422082901001
213,15_min_interval_stocks/Financials/CNS.csv,15_min_interval_stocks,Financials,CNS,7737110,0.007205745205283165
214,15_min_interval_stocks/Financials/NFJ.csv,15_min_interval_stocks,Financials,NFJ,7184047,0.006690665148198605
215,15_min_interval_stocks/Financials/LC.csv,15_min_interval_stocks,Financials,LC,3971172,0.003698442131280899
216,15_min_interval_stocks/Financials/OBK.csv,15_min_interval_stocks,Financials,OBK,593088,0.0005523562431335449
217,15_min_interval_stocks/Financials/PDI.csv,15_min_interval_stocks,Financials,PDI,5434826,0.005061576142907143
218,15_min_interval_stocks/Financials/MEGL.csv,15_min_interval_stocks,Financials,MEGL,1167525,0.0010873423889279366
219,15_min_interval_stocks/Financials/VMO.csv,15_min_interval_stocks,Financials,VMO,6882851,0.006410154514014721
220,15_min_interval_stocks/Financials/LDI.csv,15_min_interval_stocks,Financials,LDI,1576754,0.0014684665948152542
221,15_min_interval_stocks/Financials/KTF.csv,15_min_interval_stocks,Financials,KTF,6852982,0.006382336840033531
222,15_min_interval_stocks/Financials/AX.csv,15_min_interval_stocks,Financials,AX,5369108,0.005000371485948563
223,15_min_interval_stocks/Financials/FCNCP.csv,15_min_interval_stocks,Financials,FCNCP,956897,0.0008911797776818275
224,15_min_interval_stocks/Financials/CFFN.csv,15_min_interval_stocks,Financials,CFFN,8912930,0.008300812914967537
